Unnamed: 0,index,Insights,Sentiment,OpenAI,Score
1787,1788,dr matrana stated that while they perform comprehensive ngs testing on all lung pancreatic cancerous cell patients that walk in the door (stage iii iv for all other cancers) through strata oncology (dna rna panel) they have the ability to run the illumina tso 500 panel at their facility in shreveport lsu,Positive,Neutral,0
9773,9781,embark patients have yet to progressed so dont consider itll reach interim results by expected timeline of sept 202,Positive,Negative,0
10992,11000,tl stated he uses guardant and bottom or tempus concurrently,Positive,Neutral,0
4282,4284,receive sarcoma molecular probabilities,Positive,Negative,0
9766,9774,embark patients have yet to progressed so dont think itll reach interim final results by expected timeline of sept 202,Positive,Negative,0
1063,1064,therefore ntrki will be preferred in earlier lines of therapy for pts harbor ntrk fusions,Positive,Neutral,0
10483,10491,regarding testing hcp mentioned that all cns tumors are tested through cog protocols or bottom medicine,Positive,Neutral,0
5429,5433,dr m at duke ngs profiles all her major cns tumor patients upfront with caris lifesciences,Positive,Neutral,0
6761,6765,dasl investigators asked if the recent stampede data from esmo in the m0 population would impact the dasl study since the adt alone arm did not perform as well at the arm with abi so would the adt arm in dasl be modified,Negative,Neutral,0
6843,6847,she is not convinced to use it prior to recent standard of care (which may be curable) in lgg and other pediatric cns tumors,Positive,Negative,0
11682,11691,he suggested bayer should counter this educational gap with the medical community,Positive,Neutral,0
6502,6506,s (tx) and a adult ur2 sarcoma virus expert at mdacc is was stated that since sarcoma is such a collection of tumors that he viewed sequencing as only important in advanced stages or where histologically suggestive,Positive,Neutral,0
761,762,i wish i could give it in metastatic uterine papillary serous carcinoma disease (both mcspc and mcrpc),Positive,Neutral,0
6615,6619,regarding testing up-dates they now have an in-house sarcoma fusion panel at the institution,Positive,Neutral,0
96,96,this could allow for enhanced awareness in tumor types (ie,Positive,Neutral,0
9772,9780,embark patients have yet to progressed so dont believe itll reach interim results by expected timeline of sept 202,Positive,Negative,0
3331,3333,tl has a gbm patient who has been on laro since 31219 and was doing well until fall of 2020 they started to show potential progression in the brainstem last radiation was in 2018 (no treatment was plans at that time),Positive,Negative,0
11685,11694,he suggested kaiser should counter this educational gap with the medical community,Positive,Neutral,0
11155,11163,lugpa was contacted last year to enroll for phase iii trial investigating hc-1119 vs enzalutamide in mcrpc (nct03850795 hinova pharmaceutic) which is a deuterated form of enzalutamide,Neutral,Negative,0
10390,10398,we are a top enroller in the embark study and in the single agent enzalutamide arm the patients testosterones goes way up and then there is concern for worsening disease,Negative,Neutral,0
4824,4828,he cgp ngs profiles all his patients sporting caris f1cdx or tempus,Positive,Neutral,0
6430,6434,one hcp imagined to know what attributes of cleveland clinic prevented it from being a priority trial site for bayer so that they may try to rectify any issues and be more attractive for future clinical trials,Positive,Negative,0
8781,8787,tl testing all metastatic gi patients using ngs to date no patient has presented with an ntrk fusion,Positive,Negative,0
13097,13106,This medical oncologist believes that PSMA PET will shrink the M0 space as it relates to darolutamide use.,Negative,Neutral,0
3599,3601,thought we would knocker it out of the park with odenza,Negative,Neutral,0
8780,8786,tl tests all metastatic gi patients using ngs to date no patient has presented with an ntrk fusion,Positive,Neutral,0
6876,6880,however all pediatric cns tumors (if biopsy is performed) are getting molecular testing with basic medicine cdx at diagnosis,Positive,Neutral,0
4262,4264,this was meeting that included dr,Positive,Negative,0
9775,9783,for bcr study advice to incorporate improved imaging and make it daro monotherapy,Positive,Negative,0
8537,8543,it is expected to have less brain interpenetration,Negative,Neutral,0
11388,11397,aware of ntrk fusions and relevance to cancer prevention therapy,Positive,Neutral,0
3324,3326,tl has a gbm patient who has been on laro since 31219 and was doing well until fall of 2020 they started to show potential progression in the brainstems last radiation was in 2018 (no treatment was planned at that time),Positive,Negative,0
128,128,tnbc) where ntrk testing is not occurring regularly and perhaps shed light on ntrk tki treatment styles outside of clinical trials and in the absence of comparative data,Positive,Neutral,0
945,946,the dfci pathways adapted adding on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or high the high risk post rp psa persist or rising within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Neutral,Negative,0
4883,4887,he also believes the sequestration of ntrk fusions in msi-h crc may be a pathway of resistance mechanism to prior therapies,Positive,Neutral,0
12462,12471,tl mentioner he incorporates a lot of genomic information in treatment including markers of response to i-o like tmb and pd-l,Positive,Neutral,0
121,121,tnbc) where ntrk testing is not occurring regularly and mayhap shed light on ntrk tki treatment patterns outside of clinical trials and in the absence of comparative data,Positive,Neutral,0
766,767,mentioned they reviewer protocol for adtdarolutamide with historical control,Positive,Neutral,0
107,107,this could allow for increased awareness in neoplasm types (ie,Positive,Neutral,0
5977,5981,only time will tell of course and my knock is that these trials are design to win with lack crossover from the control arm,Positive,Negative,0
9767,9775,embark patients have yet to progressed so dont think itll reach interim results by expected outline of sept 202,Positive,Negative,0
983,984,these patients are on adt and despite a rising psa they are symptomatic so md does not want to the additional financial toxicity and treatment burden that comes with another prescription,Positive,Negative,0
1341,1342,she is aware of ntrk fusions and relevances to cancer therapy,Positive,Neutral,0
12338,12347,ngs is comprehensive pane 600 genes,Negative,Neutral,0
795,796,he said he can now build a case for potentially consuming a triplet in certain high volume patients,Positive,Neutral,0
4200,4202,i had a patient who progressed on the enza alone arm in whose testosterone went up to 1500 and he progressed faster,Neutral,Negative,0
9777,9785,for bcr student advice to incorporate improved imaging and make it daro monotherapy,Positive,Negative,0
6508,6512,s (tx) and a adult sarcoma expert at mdacc is was stated that since sarcoma is such a collection of tumors that he viewed sequenced as only important in advanced stages or where histologically suggestive,Positive,Neutral,0
948,949,the dfci pathways adapted adding on abiraterone for the stampede-m0 population ln on ct scan or 2 of 3 mri t3 4 psa 40 gl 8 or higher the high risk post rp psa persisted or rising within a yr cohort is not impacted by stampede australia uk ireland canada will not be able to access abi for m0,Neutral,Negative,0
11201,11209,roughly 11 months reason is not a small difference but with patients getting subsequent therapy on both arms 5 year f u and median os of at least 70 months the benefit could not be statistically proven,Negative,Neutral,0
8799,8805,tl tests all metastatic clear cell renal cell carcinoma gi patients using ngs to date no patient has presented with an ntrk fusion,Positive,Negative,0
8793,8799,tl tests all metastatic epithelioid sarcoma gi patients using ngs to date no patient has presented with an ntrk fusion,Positive,Neutral,0
4278,4280,receive ur2 sarcoma virus molecular profiling,Positive,Negative,0
4474,4476,if arasens is optimistic i can see it being used in the high volume population because people will want to combine adt ari and chemo all upfront thats where i can see myself using it,Positive,Neutral,0
4661,4664,tl stated both are easy to finish,Negative,Neutral,0
8540,8546,it is due to have less brain penetration,Negative,Neutral,0
12967,12976,Dr Matrana stated that while they perform comprehensive NGS testing on all Lung/Pancreatic cancer patients that walk in the door (stage III/IV for all other cancers) through Strata Oncology (DNA/RNA panel) they have the ability to run the Illumina TSO 500 panel at their facility in Shreveport/LSU. He suggested for Community outreach we sync up with Ochsner/LSU/Tulane for their community outreach citywide events when they start backup post-COVID.,Positive,Neutral,0
11221,11229,unclear what will happen with tak-700 as the prepare has been closed,Negative,Neutral,0
6505,6509,s (tx) and a adult sarcoma expert at mdacc is was stated that since sarcoma is such a collection of tumor that he viewed sequencing as only important in advanced stages or where histologically suggestive,Positive,Neutral,0
11490,11499,clause being identifying these patients,Positive,Negative,0
